x,y,color
25.464266573512255,893.965694048838,3
29.28414263079106,896.3298838294598,3
24.878657544743717,910.6210980362894,3
23.310649954426495,900.1679198120103,3
34.271831938347425,898.1408903762816,3
37.64160940517674,908.2551356325241,3
31.32702537883717,900.8212574252525,3
24.611508518607238,895.3698819950656,3
34.346077454713836,908.7985738417563,3
21.280463504620656,900.5530160454426,3
26.319061901063584,897.7947373034075,3
28.459459696595662,898.5031520849883,3
33.275703580975744,896.642708183302,3
27.929580723807156,890.856293644442,3
18.216112034648575,900.5803180667443,3
21.756512314288628,903.193387238719,3
19.214907195207502,892.9107274875057,3
29.538236893882814,904.3359663768852,3
18.195665034670927,893.2838352378407,3
20.33863464006875,893.5564559151196,3
28.72062766316327,887.8525905927079,3
15.265780966847824,893.640183418486,3
30.9506587478017,890.8995335707757,3
20.675921973288126,885.5470729238775,3
14.020154240465178,893.821579050453,3
17.419157221056516,895.1937161351528,3
30.017479415119066,894.596668063335,3
29.579731616911218,894.4320105036064,3
23.022470612662293,891.7682110889941,3
27.013196562916807,891.2012400125681,3
12.33113940262356,885.3150066964471,3
16.976688377170184,887.428148400043,3
12.57773205825191,882.1162103376216,3
29.92789022582262,884.3078934650929,3
18.449914656799308,876.2571009379776,3
12.498536797606171,868.2120837863854,3
18.645354053078957,872.4851078727351,3
24.722125802434682,862.3167255021474,3
23.725720897905667,874.2100574365724,3
18.952148778269866,869.0780376298236,3
15.946837791854978,862.0578498762324,3
20.169397029150318,865.6665170664742,3
24.319397085450447,867.3467828182869,3
26.922833134163344,862.1752401028765,3
28.660050492592745,857.4021187365809,3
22.533422803328573,873.8157760549611,3
25.145998410990217,871.9482442200166,3
25.35437173262619,863.0616722906528,3
35.69716995701822,858.9340982484875,3
40.55813468349819,869.6461716020171,3
44.557783218596114,853.9509507714027,3
35.136626697628635,862.4627942620831,3
51.072001256012825,865.8098799792849,3
49.811211532112964,862.7462224362806,3
34.5536453375093,866.1779293784947,3
52.861355370078485,867.3688397516927,3
48.39193743237465,857.7076173554341,3
37.08392866327975,864.1387042585656,3
46.292452019119885,872.4779710888549,3
39.91617286973472,856.9631724976157,3
48.937787291576115,861.8880234790405,3
55.96149286182137,866.207038061859,3
42.959436797696775,869.0820871692188,3
53.66596645622533,866.1915744014323,3
44.45691548751809,869.5281525007867,3
59.15234736593065,863.8728101240752,3
52.561753988148624,863.0245932297267,3
44.395565021907096,881.348178617963,3
56.49990611911515,878.5952493280605,3
48.47067844921027,875.668307037869,3
53.500513104697866,889.7461293579818,3
57.359169007596236,877.0129976877399,3
46.41475262595523,883.7360688183818,3
50.94887318636607,893.7463020559451,3
61.00014559086871,879.3486139067718,3
60.13375519643138,882.5676068848901,3
50.52320645334649,884.3547224009997,3
56.51523552872977,884.357156457561,3
58.424973846733046,894.3700796207861,3
49.99664047281978,890.56933082088,3
55.11970765064463,888.6685078266586,3
54.0274414526712,884.7523373145236,3
59.20528066816492,893.8014943785889,3
47.03869324904376,890.839135881155,3
51.64125399222651,891.5681209652938,3
51.69060977199659,894.4305934292079,3
42.362931163746644,890.443075956321,3
56.965575569614586,889.3339612781191,3
45.119078529483325,900.6890908413159,3
43.586424003574336,891.3877469641917,3
54.44691575517878,900.9074250097711,3
50.53653699739219,890.7518875221144,3
39.54844281321387,900.9861145292691,3
56.36970051111042,899.7751235811313,3
52.2319754101818,893.9381842571344,3
41.20530503797004,888.3190865393757,3
45.066629948449275,892.0234889158243,3
48.416325441455214,890.9682607108048,3
35.590138204110495,902.0524606060964,3
41.78623412320215,889.5650787877973,3
46.74647164675925,900.345987599234,3
39.50146537318774,902.0921205279856,3
37.25899397843799,899.3137984260941,3
31.90783044509005,894.0145847702785,3
39.88345805532555,899.1247647842995,3
44.460493136334364,903.2490008262424,3
41.53382894290144,898.0076144419814,3
36.89823531199836,899.9292711152025,3
29.397730530049817,892.5976160394889,3
36.92455768811341,903.5292826829677,3
42.05980104885779,902.5807754790488,3
27.894492085536818,890.8526726421868,3
32.59657534571019,894.6768649736658,3
41.997109641672125,889.9212795030639,3
40.72930916095892,892.6529201664539,3
23.65534890738443,886.280284215443,3
28.626835647106954,891.7357700037383,3
40.39630939505406,899.614100578655,3
33.959322996302525,895.1702744797069,3
31.702785840316363,889.6157913347015,3
32.98275004700917,884.452068498486,3
24.900822854827876,889.8376000391045,3
23.65158481513603,879.675454485138,3
33.267003813449385,888.1377799341321,3
29.372210111763394,893.5862315540976,3
24.22389931423547,885.1486230983239,3
24.562490270338174,879.9395709750238,3
38.039797595224016,881.451681318951,3
28.957786129679025,885.4186854427085,3
33.15140802774835,878.9426347300262,3
32.11968309126732,888.0239867971196,3
30.672457821273728,887.7181973410135,3
29.059456104770014,890.3997706626287,3
29.285466030287086,889.1843616542917,3
28.52231530753808,883.1905816604541,3
28.225709445587995,880.563706766349,3
36.25874533151432,882.4336198264114,3
37.08833905912592,877.9667223161756,3
29.8829351192759,873.7999602135401,3
37.0205630437174,887.768988002391,3
34.568971621682394,885.8257207978523,3
43.41754054280102,873.2238191016557,3
28.1152713885048,879.5334377653187,3
33.64958951790243,876.9948960022258,3
26.600950298442527,889.8235271675346,3
43.54511644362584,879.2927792052835,3
40.885635753974235,888.6351167568155,3
35.01720505525546,872.0176502665774,3
30.7947699519458,880.6594448293032,3
45.36675029364915,875.3428254720017,3
41.22939568784204,874.4512147112619,3
38.35137819876545,885.3731639990107,3
34.72046845517664,884.8540350798072,3
43.99511846407506,879.8012422403418,3
40.33127178952531,885.1751987603612,3
33.34089102386031,884.9234247811711,3
41.97747520507249,880.6279554686798,3
46.26909196247189,879.4071995329099,3
45.42446704982464,884.5598371454812,3
45.33312658825856,880.2315587976432,3
40.466096257391,878.3395939685824,3
42.58035677540752,872.1041325152858,3
52.60360087398325,872.444437962496,3
42.845588695176005,880.0707115191345,3
36.679345422977015,888.2619966030627,3
46.63044709326232,873.6425279381472,3
119.33280481013423,897.9692168967206,3
133.92949288559964,887.5847954155726,3
120.90090377260452,904.3578700024032,3
116.41962562074752,895.3853525293806,3
128.40994974331352,891.3769097080946,3
119.66651917362245,888.8207361272101,3
118.19256856645438,890.8748364501141,3
130.51182955327437,889.576947665133,3
121.7399468023748,885.399191173476,3
123.13307583511828,889.9890496222432,3
125.56546362697735,887.5355104163447,3
120.33417528068034,886.5019043830143,3
128.48449270004957,883.034467581043,3
130.51677144533772,892.910110775222,3
126.40601464016486,879.5144540002663,3
117.00750918897253,879.77255704897,3
112.22467923323698,876.8105394000578,3
112.04111978624697,877.1399746969702,3
117.8266507161415,888.2270463825304,3
119.972527656814,880.4696300368948,3
112.77296112784742,876.4141896797297,3
121.79374962302842,878.17896438234,3
125.18184762070949,882.2024729955491,3
110.46490882324926,880.5485016395719,3
123.49077420406182,881.7850158471085,3
124.57228615127111,867.3556479599422,3
114.09155274611166,869.5494187345068,3
123.50779482658695,868.3675053985176,3
128.0878991304377,868.2746199439184,3
128.691999402526,872.1093777386131,3
123.46352090409633,860.4463115904563,3
119.48355513357276,859.4582534558114,3
117.8098906438382,865.9843457481056,3
134.43217921900575,865.7151078758847,3
123.81347948780775,854.5690282874415,3
127.50944077318297,865.2235905574813,3
124.75023597461357,860.0819285958232,3
129.14832711464803,857.8013955337736,3
135.52076478211654,855.924368180104,3
131.42417083739954,857.5838331086736,3
129.2356059939949,866.5838077349168,3
133.5832470344866,855.3795304691273,3
144.32801801971715,865.3477963124666,3
141.3347204156742,860.7908935420305,3
135.24288702920506,865.068450736671,3
144.58269260973432,855.8300758989672,3
139.37229728761983,852.4658339034323,3
150.7480583811712,855.4808679961556,3
135.46693465759765,859.3922616947493,3
153.37467974240107,869.7978449839956,3
147.5768541491652,861.866083819455,3
137.12758748881237,865.8396758039801,3
149.02611492468785,869.5760760806503,3
150.00110713466617,869.6303230586439,3
148.12584397110157,868.7334953554911,3
146.31235526358145,865.9945650162693,3
145.21494089271087,877.9561986218671,3
157.30981988296878,867.7228764340285,3
157.59200268336116,883.1081559233555,3
159.66197879114017,873.4571256536689,3
147.49491222218649,882.425740885058,3
156.9855098792067,880.6633477336599,3
144.82988810835255,891.7887996151137,3
154.43196582425313,884.0360059243325,3
144.6811075294273,882.499989747739,3
155.58115744890216,881.0995630746422,3
144.96835610030627,895.9277615323147,3
157.3463551766698,886.3598343037141,3
159.1405340762423,892.6942787108718,3
147.61007013617137,900.8771687752408,3
158.78451218616667,903.3626896087742,3
149.202559433923,899.4820463713883,3
151.13442186717614,896.3827909422246,3
145.32768072748343,905.7989903456349,3
156.02868499924674,895.7693692297564,3
150.458529253436,900.0726635300518,3
148.63636607259272,907.6887634183047,3
154.36586251744512,912.173926814629,3
156.1273425901741,912.3471435349836,3
140.22174232506413,907.4046395026122,3
142.74575149161558,907.6671842870666,3
141.26728739703367,905.5362477958272,3
142.3681923996677,907.9124680516046,3
139.58809156803972,900.3984612048145,3
152.71916976039157,907.6823311047131,3
147.80720181830065,914.8445823817724,3
137.09759169844043,905.2850269704305,3
137.7719566635096,916.3935992167519,3
124.14657437419328,900.6827665398788,3
134.97885810658548,911.1892564430199,3
128.2857088943706,904.9842660481362,3
128.366544116462,902.8513082224694,3
125.24998948947297,901.2052855984681,3
121.05625926092287,899.0832506313802,3
127.94198914161043,906.5787324567631,3
130.29481869184147,905.9218968995677,3
120.2778272723398,896.460507591608,3
121.63646989929336,902.904241972043,3
132.80381222485008,897.8414014269954,3
121.33914468377232,892.6042039692921,3
122.92670231838062,904.2711866321507,3
128.20261798390987,902.9602087877531,3
116.71227551876385,903.0659187563033,3
117.39467532676393,890.9837805897765,3
117.84624475334094,896.058767176367,3
122.23996596544077,901.9537974443839,3
132.1246621539501,894.8039827465961,3
134.02299736807245,892.763205852712,3
118.21579197828633,879.7107593123054,3
120.95187998301783,875.350543761918,3
122.00743680052258,880.5441252104719,3
121.4863698416414,881.7518416829257,3
139.45871671905803,886.760348373618,3
135.43249558089357,870.6504407159307,3
137.00818243740008,875.1455747991338,3
134.34403750163486,871.6129205114499,3
132.7699278902873,873.1310595850914,3
139.60895376620797,885.3208334415943,3
131.43074711049388,875.9099587139858,3
142.91370783533944,877.5962925223516,3
131.00084558891825,874.7068251051957,3
143.166238755155,879.3758462943081,3
136.94396107417336,874.2601748420918,3
136.6470447064993,884.625556676229,3
133.21883859580615,883.5344840272954,3
142.37543368421856,876.2186382057909,3
133.14086678795138,881.0568101841014,3
142.6752933865431,869.3509734529101,3
147.225656807352,869.47781749488,3
142.55861740633452,873.5429068187492,3
150.0823887534852,872.1063229296425,3
135.89054750555422,872.0515962764076,3
133.58476284090145,887.2641389151966,3
148.6287876632709,882.0852495372208,3
141.6652257793531,884.9650504363102,3
136.78975389697047,883.6933574708644,3
144.99233425733362,881.0973059359997,3
135.00887529445973,887.0502232134583,3
137.5588354322277,889.1257370085054,3
135.04197794752506,882.5665055048504,3
145.19896693959225,880.7494683407134,3
136.6288621529585,877.5972551952676,3
