x,y,color
209.65163775044618,754.992675812668,1
173.34284109818353,695.8477509222917,1
170.18786446977228,706.973014712293,1
142.10287945421263,734.9810604584053,1
161.14873621995986,756.8802375850958,1
172.3846293265538,739.0010448945504,1
183.64875358187447,699.4528912076383,1
134.18004840325034,736.1468671259892,1
125.97591396311142,750.0537544324366,1
162.81779446282974,761.1535372267156,1
160.9452364910275,747.0894305556031,1
148.32258655770903,695.4714977242163,1
130.93021948194712,723.5489225492105,1
99.37824921666785,750.92589096983,1
108.36063122053365,704.3948820774473,1
90.96167639746565,727.2046661966776,1
140.73113982987638,693.268086200775,1
95.4190678103441,683.3377284047633,1
122.96761718805709,740.4784803809516,1
133.6439605588344,710.3622342729724,1
137.9399404634463,687.1182015320092,1
66.75821096486115,719.6254974845601,1
121.61215040340454,702.7317493331905,1
112.52650404353899,722.6204402947355,1
111.16345722834188,669.0789000957132,1
81.43146747544193,714.7725474972913,1
109.37123651124574,694.6652963475544,1
64.15073658651946,715.7199989802165,1
103.75262929421655,681.4765543871679,1
109.68143849726488,716.4358822959118,1
133.80990447658453,688.6283043031885,1
138.96595825747858,660.9262559840946,1
66.80499355436449,700.090890550681,1
133.0700012752449,649.2913792874645,1
93.52345834716478,669.3934769890557,1
73.46372558798994,687.8195627456214,1
140.73656587962984,681.3123631985866,1
146.23630400926882,676.3514149554624,1
161.74375085250895,637.1286131583098,1
127.75827013054385,651.3494662195795,1
167.8593128737936,666.073008213965,1
175.3936115001447,678.3486249555243,1
120.17674252050848,624.0828326387486,1
136.61978876647152,690.2062119725506,1
184.16825899089062,689.3867603120141,1
130.83952287503035,657.0459271126538,1
174.51342919598775,631.6827257131821,1
140.594085342529,672.3205366264187,1
190.1494256498537,627.2253864844589,1
173.96812826222543,679.9158485834942,1
180.16916867891388,677.6014180634554,1
186.69033541236564,687.7909885556184,1
187.66221162821108,711.6070294617832,1
201.81339003725367,659.5040013314141,1
148.7892447811662,648.5271139442951,1
153.22769271899608,707.3735742148008,1
160.74145102333262,734.0257517670664,1
157.1733337213111,701.4672134491351,1
166.7235484867024,707.242370477851,1
186.95434943456553,675.906103292491,1
196.2264872018602,712.5002727994774,1
195.08338232986972,697.732433109454,1
208.22142753839987,722.797166645014,1
189.9246049050763,687.1938524909906,1
154.88661167651,747.9501382290247,1
166.15336693857358,717.870829539147,1
212.2754530710401,761.9786595674686,1
181.67332377388004,739.0309541145211,1
143.24374148924585,758.6721161498954,1
179.57895584244557,744.5770824754645,1
126.37649290317647,712.4286916855414,1
145.9084911298171,727.5413373771288,1
118.06282286980189,759.6696799068998,1
154.2396936324683,722.7228565562834,1
103.2443206579095,761.5948036172158,1
146.4752518948363,684.4197012737543,1
149.78561166616674,755.3474689880784,1
120.54883248620659,754.1154148956448,1
161.75977941687722,749.5565994930064,1
135.38298542227784,733.5665685090895,1
92.01116731956827,698.0761745886447,1
122.06441357921267,752.2094570310297,1
119.76842262968196,698.0979503017167,1
115.49296305455925,705.8283217713497,1
144.71832741569557,712.895539541283,1
107.73426220902284,699.5815658616557,1
129.57929664697346,713.0256117684064,1
141.9108828053941,681.1086534388457,1
96.88502021797817,682.0421940393807,1
152.7029946864245,707.3653029868931,1
143.95897542553348,697.9128325724943,1
111.43656077050468,677.3120486128942,1
98.57852717310868,704.707461047345,1
111.5025999780192,744.6935343290796,1
168.67992378726973,736.7264300462142,1
142.0267769930635,692.5938292279482,1
112.62276852123316,688.6946720215146,1
127.68750195148421,671.5036350492833,1
164.8820755223391,731.9113905048523,1
196.4883284517566,697.5625998791508,1
140.76801083482115,707.0238615362209,1
