x,y,color
637.1859142209526,388.3912360244302,5
638.5641914266032,389.41014056076597,5
634.4512775445767,392.0237724789452,5
644.4017783378899,386.6190089416685,5
637.2001143682028,387.5050784249396,5
643.4953821067168,381.8269141114185,5
643.2244445025557,380.06686144849255,5
644.1278295626576,382.83302269679336,5
642.756229635584,392.3976518526807,5
640.3021844000244,379.83174484077153,5
643.1521634004826,380.49874957718134,5
640.2487009883662,388.61772809827295,5
634.085421335003,382.182995218455,5
635.5197744665421,390.7908808498042,5
644.2716459409842,390.0714711058444,5
636.82319737952,391.8668602619336,5
639.3378932312188,387.94923472145507,5
646.7270681279085,382.35301475836167,5
640.8723010416916,392.4801179644466,5
647.041822693821,384.97406371345534,5
646.3603469375925,391.86215407835857,5
648.2917894173106,380.25988246227445,5
647.0950389371245,377.31243947374395,5
648.7257449826029,384.08844495522135,5
645.9224897467595,384.85648551329854,5
647.232188543838,381.2186897912509,5
652.1519188748404,381.6465682750895,5
652.555282419278,381.755040902017,5
642.2251402097351,382.176393193385,5
647.7630014610944,376.29022122567403,5
646.8681722094028,379.9831946973088,5
656.1913169089738,381.35098421297016,5
649.7307420119377,381.0838656896116,5
657.3582368392972,382.4642523138789,5
648.9413017686743,379.3983075999894,5
655.8404446178798,375.912872459978,5
652.2615838272048,373.95361262396113,5
659.4108009806699,373.9264006294841,5
653.4689992949707,369.36187503259947,5
655.7323140072727,373.57192238106876,5
663.1856849671234,369.46603402064966,5
653.8062443340626,367.9840853712874,5
661.5919887902112,366.9112053875022,5
669.2359858458937,361.0489117398083,5
669.4099486192569,367.23400508160717,5
670.3339191699462,362.6214021961812,5
666.0625158868429,358.67095264648526,5
665.8332083157566,364.30385305775485,5
668.1503519996669,360.78289525922946,5
660.2548544563748,369.0446325046501,5
669.7584662970546,353.1371563599472,5
671.2364194816098,361.2668355540052,5
671.6974459731478,355.345356608827,5
665.6191688437835,359.9104317487225,5
666.7451795163789,355.7308963542832,5
673.9336988145881,357.0975422741279,5
672.2022582926866,359.1065164452646,5
672.0414867085921,350.1118511613935,5
670.1086604397054,344.79300571709166,5
680.2597820693207,347.45077288088765,5
671.2745642138888,352.364588905921,5
674.5927353552803,345.40523255491655,5
672.9998712912044,340.75249231253196,5
680.0533296458099,347.2183304162798,5
683.2521054418569,339.5269745889626,5
675.9772836241226,342.5189300172852,5
683.7474173380516,337.5031517251919,5
680.3021524398117,333.1609929687166,5
685.2080480587576,338.19863103706035,5
686.3621514420894,334.2515388595132,5
673.5015278261144,339.9268177686942,5
675.3074736600657,329.67397320800984,5
676.7658253503969,337.06822877842154,5
681.125246920741,335.8870504537996,5
681.0643142971581,335.64566420892146,5
685.1005795285672,329.12401724760383,5
682.0784898695025,329.0677395382164,5
